Title,Link,Company,Salary,Locations,Level,Year of Experience,Contract Type,Sex,Skills
TTS NodeJS,https://www.topcv.vn/viec-lam/tts-nodejs/1227266.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Nắm vững các kiến thức về NodeJSKỹ năng làm việc nhóm và trao đổi thông tin tốtChăm chỉ, có tinh thần học hỏi, chủ động trong công việcĐam mê lập trình, tư duy logic, sẵn sàng tìm hiểu và học hỏi cái mớiNhiệt tình và có trách nhiệm trong công việcCó tiếng anh giao tiếp trong công việc là lợi thếCó thể làm được fulltime từ giờ đến khi tốt nghiệp"
ReactJS Developer,https://www.topcv.vn/viec-lam/reactjs-developer/1227298.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,12 - 25 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Có từ 6 tháng kinh nghiệm lập trình ReactJSHiểu về lập trình OOPThành thạo về: HTML, CSS, JSBiết về UML(Activity diagram, Class diagram, Sequence diagram,...)Có kinh nghiệm làm việc với RESTful API hoặc GraphQLCó kinh nghiệm làm việc với Git, SVNCó khả năng giao tiếp tiếng Anh khá"
TTS Ruby On Rails,https://www.topcv.vn/viec-lam/tts-ruby-on-rails/1227306.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"HTML + CSS: Nắm được cơ bản, biết cách sử dụng bootstrapJavascript: Nắm được cơ bản, biết cách sử dụng ajax. Biết reactJS là một lợi thếGit: Nắm được cách sử dụng GitDB: MySql hoặc PostgresqlRuby on Rails: Nắm được mô hình MVC, ORM trg rails => ActiveRecordKỹ năng làm việc nhóm và trao đổi thông tin tốtChăm chỉ, có tinh thần học hỏi, chủ động trong công việcĐam mê lập trình, tư duy logic, sẵn sàng tìm hiểu và học hỏi cái mớiNhiệt tình và có trách nhiệm trong công việc"
TTS ReactJS,https://www.topcv.vn/viec-lam/tts-reactjs/1227333.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Có thể sắp xếp thời gian đi làm fulltimeNắm vững các kiến thức về ReactjsCó kiến thức tốt về Javascript, HTML, CSS, REST API, XML, JSON, JS,...Kỹ năng làm việc nhóm và trao đổi thông tin tốtChăm chỉ, có tinh thần học hỏi, chủ động trong công việcĐam mê lập trình, tư duy logic, sẵn sàng tìm hiểu và học hỏi cái mớiNhiệt tình và có trách nhiệm trong công việcCó tiếng anh giao tiếp trong công việc là lợi thế"
TTS Tester,https://www.topcv.vn/viec-lam/tts-tester/1227343.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Có hiểu biết về lĩnh vực kiểm thử (đã từng tham gia khóa học tester cơ bản hoặc đã thực tập tại vị trí tương đương)Kỹ năng làm việc nhóm và trao đổi thông tin tốtChăm chỉ, có tinh thần học hỏi, chủ động trong công việcĐam mê công việc, sẵn sàng tìm hiểu và học hỏi cái mớiNhiệt tình và có trách nhiệm trong công việcCó tiếng anh giao tiếp trong công việc là lợi thế"
Thực Tập Sinh PHP,https://www.topcv.vn/viec-lam/thuc-tap-sinh-php/1227358.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Nắm vững các kiến thức về PHPCó kiến thức tốt về MySQL, viết và tối ưa hóa truy vấn SQLKiến thức tốt về lập trình hướng đối tượng.Có kiến thức về lập trình web: HTML, CSS, Javascript, JQuery, ...Có kinh nghiệm làm việc với một trong các Framework: Laravel, CakePHP là lợi thếKỹ năng làm việc nhóm và trao đổi thông tin tốtChăm chỉ, có tinh thần học hỏi, chủ động trong công việcĐam mê lập trình, tư duy logic, sẵn sàng tìm hiểu và học hỏi cái mớiNhiệt tình và có trách nhiệm trong công việcYêu cầu làm được fulltime từ giờ đến khi tốt nghiệp Đại họcCó tiếng anh giao tiếp trong công việc là lợi thế"
TTS React Native,https://www.topcv.vn/viec-lam/tts-react-native/1227348.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Nắm vững các kiến thức về React NativeCó kiến thức tốt về Firebase/push notification, Redux, Google APICó kiến thức tốt về Javascript, HTML5, CSS3, REST API, XML, JSON, JS,...Có kinh nghiệm/hiểu biết về Angular, React JS là lợi thếKỹ năng làm việc nhóm và trao đổi thông tin tốtChăm chỉ, có tinh thần học hỏi, chủ động trong công việcĐam mê lập trình, tư duy logic, sẵn sàng tìm hiểu và học hỏi cái mớiNhiệt tình và có trách nhiệm trong công việcTiếng Anh có thể giao tiếp ở mức kháYêu cầu có thể làm fulltime đến khi tốt nghiệp"
.NET Developer,https://www.topcv.vn/viec-lam/net-developer/1227389.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,12 - 25 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Có từ 1 năm kinh nghiệm .NET với ASP.NET MVC hoặc ASP.NET Core (version 6)Có kinh nghiệm về RESTful API, Dependency Injection, Unit Testing (Nunit), Version Control (Git) và Databases (SQL Server)Biết áp dụng nguyên lý KISS, DRY, Clean code vào dự ánThành thạo HTML, Java Script/JQuery, CSS, BootstrapCó kinh nghiệm làm việc với WebAPINắm được nguyên lý OOP và các Design PatternsTư duy lập trình tốt, kỹ năng giải quyết vấn đề tốtCó kinh nghiệm xây dựng dự án theo mô hình microservice là lợi thếCó hiểu biết về Azure devops là một lợi thếChủ động trong công việc, tuân thủ quy trình làm việcCó tiếng anh giao tiếp là lợi thế"
Nhân Viên Marketing Facebook Ads,https://www.topcv.vn/viec-lam/nhan-vien-marketing-facebook-ads/1265544.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH ATOSA VIỆT NAM,8 - 20 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Trình độ:Ưu tiên Tốt nghiệp Đại học các chuyên ngành Báo chí, Truyền thông, Xã hội, Marketing, Digital Marketing..), cao đẳng FPTĐộ tuổi: Nam/Nữ: 20-28tKinh nghiệm:Kinh nghiệm ít nhất 1 năm ở vị trí tương đương.Có kiến thức về MKT (Hệ thống BC, hệ thống Page, Digital Marketing ...)Hiểu biết về hệ thống BC và hệ thống Page.Tư duy/ kỹ năng:Yêu thích sự đổi mới và phát triển và có trách nhiệm trong công việcCó kỹ năng giao tiếp, sáng tạo, xử lý vấn đề, khả năng làm việc nhómKỹ năng nghiên cứu, phân tích dữ liệu để đưa ra quyết định, kỹ năng báo cáoChủ động trong công việc, có tinh thần trách nhiệm, trung thực, cẩn thận.Sẵn sàng tiếp nhận nhiệm vụ mới, thử thách mớiCó khả năng thích ứng và linh hoạt trong công việcLà người cẩn thận, thích làm việc với những con số.Biết tiếng anh là 1 lợi thếCó khả năng sáng tạo, làm việc nhómKỹ năng giao tiếp và thuyết trình tốt.Kỹ năng nghiên cứu, phân tích dữ liệu để đưa ra quyết định, kỹ năng báo cáoChủ động trong công việc, có tinh thần trách nhiệm, trung thực, cẩn thận.Sẵn sàng tiếp nhận nhiệm vụ mới, thử thách mớiCó khả năng thích ứng và linh hoạt trong công việcLà người cẩn thận, thích làm việc với những con số.Đã từng chạy ngân sách lớn là một lợi thếCó kinh nghiệm chạy Facebook (Chạy chuyển đổi, Mess,...)Đã tham gia các lớp học về Quảng cáo và Digital MarketingKhông cần ưu tiên chạy ngân sách quá cao, mà những nhân sự có tối ưu quảng cáo."
TTS Business Analyst,https://www.topcv.vn/viec-lam/tts-business-analyst/1267760.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Tư duy hệ thống và tiếp cận với nền tảng phần mềm mới tốtTinh thần ham học hỏi, chịu được áp lực tốt, nhạy bén và có khả năng giao tiếp.Chủ động trong công việc, tinh thần trách nhiệm và tinh thần làm việc nhóm.Tiếng Anh giao tiếp thành thạo"
Devops (Base System Admin),https://www.topcv.vn/viec-lam/devops-base-system-admin/1268448.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN TẬP ĐOÀN NEXTTECH,15 - 20 triệu,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"Yêu cầu chung– Có kinh nghiệm từ 01 năm trở lên ở vị trí System Admin– Có kiến thức cơ bản, cài đặt, vận hành, tối ưu HĐH Linux, các phần mềm OpenSource trên môi trường Linux.Ưu tiên– Có kinh nghiệm làm việc với các automation tools: Ansible, Salt– Có kinh nghiệm triển khai các hệ thống monitoring: ELK, Grafana, App manager...– Có kinh nghiệm sử dụng công nghệ container như Docker,...– Có kinh nghiệm triển khai quy trình CI/CD: Jenkins, Gitlab CI,.."
Data Engineer,https://www.topcv.vn/viec-lam/data-engineer/1266813.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ TTC VIỆT NAM,Tới 25 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Yêu cầu kỹ thuật:Thành thạo một trong các ngôn ngữ lập trình: PLSQL, Java, .Net, Python, ScalaCó lợi thế nếu đã từng làm việc với các hệ thống học máy (Machine Learning), khai phá dữ liệu (Data Mining), các hệ thống như Hadoop eco system, Spark, Cassandra, Neo4j...Yêu cầu kỹ năng:Kỹ năng làm việc nhóm và làm việc độc lập tốtTiếng Anh tốt .Trung thực, tin cậy, cẩn trọng.Có khả năng làm việc dưới môi trường nhiều áp lực, liên tục thay đổi.Yêu cầu kinh nghiệm:Tối thiểu 2 năm kinh nghiệm tại NH hoặc các tổ chức, tập đoàn CNTTNắm rõ các quy chuẩn về quy trình xây dựng và triển khai một phần mềm.Ưu tiên có kinh nghiệm làm việc với các hệ thống cơ sở dữ liệu Oracle, DB2, NetezzaƯu tiên có kinh nghiệm làm việc với các hệ thống ETL: Data Stage, Pentaho, ODIKinh nghiệm làm việc với các nền tảng Cloud là một lợi thế."
Chuyên Viên IT Helpdesk,https://www.topcv.vn/viec-lam/chuyen-vien-it-helpdesk/1226230.html?ta_source=ITJobs_LinkDetail,Công Ty Tài Chính TNHH HD SAISON,Thoả thuận,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"1. Trình độ học vấn: Trung Cấp Công Nghệ Thông tin/ Kỹ Thuật.2. Kinh nghiệm: Hỗ trợ kỹ thuật Windows 7/10, MS Office, Email, ADSL, Lan/Wan.3. Kỹ năng:Giao tiếp tốt;Làm việc nhóm, làm việc độc lập.3. Yêu cầu khác: Có khả năng di chuyển tốt."
Java Engineer (Junior/Mid Level) (Onsite),https://www.topcv.vn/viec-lam/java-engineer-junior-mid-level-onsite/1228615.html?ta_source=ITJobs_LinkDetail,"TECHVIFY SOFTWARE., JSC",15 - 25 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Technical skillsAt least 2-3 years of experience with Java technologiesExperience of SDLC/Scrum methodologiesUnderstanding about Java & OOPKnowledge of Java frameworks like Sping/ Spingboot/ HibernateExperience with database, such as MySQL, PostgreSQL or OraclePersonal skillsHonest and confident to directly work with colleague.Be proactive in work, good teamwork ability.Loves to work on an innovative product and ready to learn new things."
Nhân Viên TriểN Khai Hệ ThốNg,https://www.topcv.vn/viec-lam/nhan-vien-trien-khai-he-thong/1267621.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN CÔNG NGHỆ TÀI CHÍNH DCV,7 - 12 triệu,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"- Nhanh nhẹn, chăm chỉ, thật thà, tinh thần học hỏi cao, cầu tiến... - Kinh nghiệm 06 tháng - Đi công tác các vùng theo yêu cầu công việc - Ưu tiên các bạn đã có kinh nghiệm về lĩnh vực điện tử, điện, camera, sử dụng phần mềm... - Có khả năng làm việc độc lập, làm việc theo nhóm - Khả năng đáp ứng kịp thời các yêu cầu công việc được giao"
IT Helpdesk,https://www.topcv.vn/viec-lam/it-helpdesk/874687.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Đầu tư Xây dựng Thiên Đức,11 - 13 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Nam,"• Tốt nghiệp Cao đẳng trở lên chuyên ngành CNTT • Trung thực, nhiệt tình, năng động và có trách nhiệm với công việc• Có thể làm việc độc lập, hoặc làm việc nhóm• Có ít nhất 2 năm kinh nghiệm ở vị trí tương đương."
Nhân Viên Unity Dev,https://www.topcv.vn/viec-lam/nhan-vien-unity-dev/1267832.html?ta_source=ITJobs_LinkDetail,Công ty cổ phần Solar Việt Nam,12 - 30 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,• Có kinh nghiệm làm về game+ tối ưu • Thành thạo Unity. • Nắm vững OOP và giải thuật• Kiến thức vững chắc về physics và kinh nghiệm về game.• Sử dụng các design patterns và xử lý đa luồng• Khả năng làm việc độc lập và theo nhóm•Ứng viên có 1 năm kinh nghiệm
