Size company,Salary,Level,Year of Experience,Contract Type,Sex,Programming Language,Language,Location
25-99,18500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,2250000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,2000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,10250000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,10000000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hồ Chí Minh
500-1000,17500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,8500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
5000+,10000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
25-99,7500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,15000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c,Không yêu cầu,Hà Nội
25-99,12500000.0,Nhân viên,1 năm,Toàn thời gian,Nam,c#,Không yêu cầu,Hà Nội
100-499,10500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,10000000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hồ Chí Minh
25-99,20000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,kotlin,Không yêu cầu,Hà Nội
25-99,20000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
500-1000,9000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hồ Chí Minh
100-499,10500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hà Nội
1000+,18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
500-1000,17500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
500-1000,8000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Nữ,Khác,Không yêu cầu,Hồ Chí Minh
25-99,23000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,typescript,tiếng anh,Hồ Chí Minh
25-99,12500000.0,Nhân viên,1 năm,Toàn thời gian,Nam,c#,Không yêu cầu,Hà Nội
100-499,17000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,kotlin,tiếng nhật,Hồ Chí Minh
100-499,17000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,kotlin,tiếng anh,Hồ Chí Minh
100-499,17000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,java,tiếng nhật,Hồ Chí Minh
100-499,17000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hồ Chí Minh
25-99,23000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hồ Chí Minh
25-99,11500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,20000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
500-1000,22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
100-499,40000000.0,Quản lý / Giám sát,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
100-499,34500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,10000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
500-1000,30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
500-1000,30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,typescript,Không yêu cầu,Hà Nội
500-1000,30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
25-99,16000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10-24,15000000.0,Trưởng nhóm,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,8000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,22500000.0,Trưởng/Phó phòng,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
500-1000,25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,typescript,Không yêu cầu,Hà Nội
500-1000,25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
25-99,7000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
25-99,23000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
100-499,11500000.0,Nhân viên,1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
25-99,19500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,c,tiếng anh,Hồ Chí Minh
25-99,19500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,typescript,tiếng anh,Hồ Chí Minh
25-99,19500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hồ Chí Minh
25-99,8000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
25-99,26500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hồ Chí Minh
25-99,26500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hồ Chí Minh
500-1000,12500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
5000+,10500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
25-99,13500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,9500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,kotlin,tiếng anh,Hồ Chí Minh
25-99,25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hồ Chí Minh
10000+,9000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,14950000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
25-99,17250000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
25-99,10000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,14000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,13000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,14000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
500-1000,10500000.0,Nhân viên,1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
500-1000,12500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,32000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
500-1000,11000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
10-24,15000000.0,Nhân viên,1 năm,Toàn thời gian,Nữ,Khác,tiếng anh,Hà Nội
100-499,27000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
100-499,39100000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,python,tiếng anh,Hồ Chí Minh
100-499,39100000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hồ Chí Minh
100-499,20100000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,22000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
100-499,27500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
100-499,27500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,dart,Không yêu cầu,Hà Nội
1-9,9000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Khác
500-1000,25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
25-99,36800000.0,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
500-1000,27500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
100-499,16100000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,23000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,19000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hồ Chí Minh
25-99,19000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hồ Chí Minh
25-99,20000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,32000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
1-9,9500000.0,Nhân viên,1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
500-1000,12000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,15000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
100-499,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
100-499,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
100-499,16000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,19000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,java,tiếng anh,Hà Nội
25-99,19000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,python,tiếng anh,Hà Nội
25-99,22500000.0,Trưởng nhóm,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,20000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,5500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,c,Không yêu cầu,Hà Nội
100-499,27500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,17500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
25-99,17500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c,tiếng anh,Hà Nội
100-499,9000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Nam,Khác,tiếng anh,Hà Nội
100-499,34500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,11500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hồ Chí Minh
100-499,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
100-499,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
25-99,34500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,php,tiếng nhật,Hà Nội
25-99,34500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,php,tiếng anh,Hà Nội
25-99,34500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,python,tiếng nhật,Hà Nội
25-99,34500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,python,tiếng anh,Hà Nội
25-99,22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,kotlin,Không yêu cầu,Hà Nội
25-99,22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
100-499,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,11500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,11000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
5000+,32500000.0,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,24150000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
1000+,16000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,12500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
1000+,27500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,15000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,c#,Không yêu cầu,Hồ Chí Minh
25-99,15000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,javascript,Không yêu cầu,Hồ Chí Minh
25-99,12000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,10000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Nữ,Khác,Không yêu cầu,Hồ Chí Minh
25-99,31050000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hồ Chí Minh
25-99,31050000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,tiếng anh,Hồ Chí Minh
500-1000,23500000.0,Trưởng/Phó phòng,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Khác
25-99,18500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,tiếng anh,Hà Nội
25-99,14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,python,tiếng anh,Hà Nội
10-24,11000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,9000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,9500000.0,Trưởng nhóm,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Khác
100-499,18500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Khác
500-1000,30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
25-99,10000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
10-24,27500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Đà Nẵng
25-99,17500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,kotlin,Không yêu cầu,Hà Nội
25-99,17500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
25-99,17500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,dart,Không yêu cầu,Hà Nội
25-99,15000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,12500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,11500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
500-1000,27500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
10-24,15500000.0,Nhân viên,2 năm,Toàn thời gian,Nam,c++,tiếng anh,Hà Nội
10-24,15500000.0,Nhân viên,2 năm,Toàn thời gian,Nam,c,tiếng anh,Hà Nội
100-499,17500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,17500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,12500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
5000+,11500000.0,Nhân viên,1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Khác
100-499,14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,kotlin,Không yêu cầu,Hà Nội
100-499,14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
500-1000,16000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,4500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,10000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,6500000.0,Thực tập sinh,Dưới 1 năm,Toàn thời gian,Không yêu cầu,kotlin,Không yêu cầu,Hà Nội
100-499,6500000.0,Thực tập sinh,Dưới 1 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
25-99,25000000.0,Trưởng/Phó phòng,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,13000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
25-99,35000000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
100-499,16000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
10-24,25000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,20000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,12000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,15000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
100-499,21850000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Đà Nẵng
100-499,40250000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Đà Nẵng
100-499,40250000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Đà Nẵng
10-24,12500000.0,Nhân viên,1 năm,Toàn thời gian,Nữ,Khác,tiếng anh,Hà Nội
10-24,30000000.0,Giám đốc,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
10-24,11500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Hà Nội
25-99,20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,3500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Hà Nội
1000+,17500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
