Salary,Level,Year of Experience,Contract Type,Sex,Programming Language,Language,Location
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
17500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
9500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
12000000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
21000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
11500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
40000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
5000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
11000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c,tiếng anh,Hà Nội
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hồ Chí Minh
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hồ Chí Minh
15000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
21500000.0,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
40000000.0,Quản lý / Giám sát,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
40000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,typescript,tiếng anh,Hà Nội
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
17500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
9500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
12000000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
21000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
11500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
40000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
5000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
11000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c,tiếng anh,Hà Nội
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hồ Chí Minh
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hồ Chí Minh
15000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
21500000.0,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
40000000.0,Quản lý / Giám sát,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
40000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,typescript,tiếng anh,Hà Nội
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
17500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
9500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
12000000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
21000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
11500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
40000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
5000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
11000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c,tiếng anh,Hà Nội
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hồ Chí Minh
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hồ Chí Minh
15000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
21500000.0,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
40000000.0,Quản lý / Giám sát,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
40000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,typescript,tiếng anh,Hà Nội
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
17500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
9500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
12000000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
21000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
11500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
40000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
5000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
11000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c,tiếng anh,Hà Nội
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hồ Chí Minh
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hồ Chí Minh
15000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
21500000.0,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
40000000.0,Quản lý / Giám sát,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
40000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,typescript,tiếng anh,Hà Nội
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
17500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
9500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
12000000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
21000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
11500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
40000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
5000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
11000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c,tiếng anh,Hà Nội
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hồ Chí Minh
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hồ Chí Minh
15000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
21500000.0,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
40000000.0,Quản lý / Giám sát,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
40000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,typescript,tiếng anh,Hà Nội
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
17500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
9500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
12000000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
21000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
11500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
40000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
5000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
11000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c,tiếng anh,Hà Nội
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hồ Chí Minh
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hồ Chí Minh
15000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
21500000.0,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
40000000.0,Quản lý / Giám sát,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
40000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,typescript,tiếng anh,Hà Nội
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
18500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
17500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
9500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
12000000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
21000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
11500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
40000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
5000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
11000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
25000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c,tiếng anh,Hà Nội
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hồ Chí Minh
20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hồ Chí Minh
15000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
